Turbine,Method,RMSE_2017,Runtime_train,Runtime_pred17
38,NN(x+s),3.0878452247018253,104.2,0.19
39,NN(x+s),3.480782885348364,104.2,0.06
40,NN(x+s),3.2149950364995585,104.2,0.06
41,NN(x+s),6.785049428851136,104.2,0.06
42,NN(x+s),3.5561618304594216,104.2,0.07
43,NN(x+s),3.324625100246634,104.2,0.06
44,NN(x+s),6.59581474772293,104.2,0.06
